Zone,District,Fiscal Month Number,Year,Month,Diversion Rate-Total,Diversion Rate-Total LOG
Manhattan,MN11,8,2017,2,11.43,1.06
Manhattan,MN12,8,2017,2,15.86,1.20
Queens East,QE07,8,2017,2,18.44,1.27
Queens East,QE08,8,2017,2,16.42,1.22
Queens East,QE10,8,2017,2,21.03,1.32
Queens East,QE11,8,2017,2,27.89,1.45
Queens East,QE12,8,2017,2,14.24,1.15
Queens East,QE13,8,2017,2,18.90,1.28
Queens East,QE14,8,2017,2,11.55,1.06
Queens West,QW01,8,2017,2,19.98,1.30
Queens West,QW02,8,2017,2,20.25,1.31
Queens West,QW03,8,2017,2,14.92,1.17
Queens West,QW04,8,2017,2,14.87,1.17
Queens West,QW05,8,2017,2,26.45,1.42
Queens West,QW06,8,2017,2,21.07,1.32
Queens West,QW09,8,2017,2,19.14,1.28
Staten Island,SI01,8,2017,2,19.32,1.29
Staten Island,SI02,8,2017,2,20.49,1.31
Staten Island,SI03,8,2017,2,21.37,1.33
Brooklyn North,BKN01,7,2017,1,16.46,1.22
Brooklyn North,BKN02,7,2017,1,20.41,1.31
Brooklyn North,BKN03,7,2017,1,12.99,1.11
Brooklyn North,BKN04,7,2017,1,16.07,1.21
Brooklyn North,BKN05,7,2017,1,11.04,1.04
Brooklyn North,BKN08,7,2017,1,18.35,1.26
Brooklyn North,BKN09,7,2017,1,13.89,1.14
Brooklyn North,BKN16,7,2017,1,9.19,0.96
Brooklyn North,BKN17,7,2017,1,14.91,1.17
Brooklyn South,BKS06,7,2017,1,33.15,1.52
Brooklyn South,BKS07,7,2017,1,22.64,1.35
Brooklyn South,BKS10,7,2017,1,26.90,1.43
Brooklyn South,BKS11,7,2017,1,21.31,1.33
Brooklyn South,BKS12,7,2017,1,15.61,1.19
Brooklyn South,BKS13,7,2017,1,15.44,1.19
Brooklyn South,BKS14,7,2017,1,15.88,1.20
Brooklyn South,BKS15,7,2017,1,19.75,1.30
Brooklyn South,BKS18,7,2017,1,17.60,1.25
Bronx,BX01,7,2017,1,7.38,0.87
Bronx,BX02,7,2017,1,14.15,1.15
Bronx,BX03,7,2017,1,9.45,0.98
Bronx,BX04,7,2017,1,12.03,1.08
Bronx,BX05,7,2017,1,12.38,1.09
Bronx,BX06,7,2017,1,14.09,1.15
Bronx,BX07,7,2017,1,15.11,1.18
Bronx,BX08,7,2017,1,22.05,1.34
Bronx,BX09,7,2017,1,10.66,1.03
Bronx,BX10,7,2017,1,99.12,2.00
Bronx,BX11,7,2017,1,15.58,1.19
Bronx,BX12,7,2017,1,18.16,1.26
Manhattan,MN01,7,2017,1,27.90,1.45
Manhattan,MN02,7,2017,1,28.94,1.46
Manhattan,MN03,7,2017,1,15.70,1.20
Manhattan,MN04,7,2017,1,24.20,1.38
Manhattan,MN05,7,2017,1,22.16,1.35
Manhattan,MN06,7,2017,1,24.23,1.38
Manhattan,MN07,7,2017,1,28.78,1.46
Manhattan,MN08,7,2017,1,28.32,1.45
Manhattan,MN09,7,2017,1,19.49,1.29
Manhattan,MN10,7,2017,1,15.83,1.20
Manhattan,MN11,7,2017,1,12.56,1.10
Manhattan,MN12,7,2017,1,17.38,1.24
Queens East,QE07,7,2017,1,20.46,1.31
Queens East,QE08,7,2017,1,17.48,1.24
Queens East,QE10,7,2017,1,23.49,1.37
Queens East,QE11,7,2017,1,30.86,1.49
Queens East,QE12,7,2017,1,15.53,1.19
Queens East,QE13,7,2017,1,20.82,1.32
Queens East,QE14,7,2017,1,13.21,1.12
Queens West,QW01,7,2017,1,22.05,1.34
Queens West,QW02,7,2017,1,22.63,1.35
Queens West,QW03,7,2017,1,16.09,1.21
Queens West,QW04,7,2017,1,16.24,1.21
Queens West,QW05,7,2017,1,28.28,1.45
Queens West,QW06,7,2017,1,23.00,1.36
Queens West,QW09,7,2017,1,21.74,1.34
Staten Island,SI01,7,2017,1,21.51,1.33
Staten Island,SI02,7,2017,1,23.01,1.36
Staten Island,SI03,7,2017,1,23.71,1.37
Brooklyn North,BKN01,1,2017,7,15.24,1.18
Brooklyn North,BKN02,1,2017,7,17.09,1.23
Brooklyn North,BKN03,1,2017,7,99.23,2.00
Brooklyn North,BKN04,1,2017,7,13.92,1.14
Brooklyn North,BKN05,1,2017,7,9.68,0.99
Brooklyn North,BKN08,1,2017,7,15.23,1.18
Brooklyn North,BKN09,1,2017,7,11.64,1.07
Brooklyn North,BKN16,1,2017,7,8.33,0.92
Brooklyn North,BKN17,1,2017,7,13.13,1.12
Brooklyn South,BKS06,1,2017,7,28.41,1.45
Brooklyn South,BKS07,1,2017,7,19.90,1.30
Brooklyn South,BKS10,1,2017,7,23.93,1.38
Brooklyn South,BKS11,1,2017,7,17.68,1.25
Brooklyn South,BKS12,1,2017,7,14.69,1.17
Brooklyn South,BKS13,1,2017,7,14.28,1.15
Brooklyn South,BKS14,1,2017,7,14.20,1.15
Brooklyn South,BKS15,1,2017,7,17.43,1.24
Brooklyn South,BKS18,1,2017,7,15.10,1.18
Bronx,BX01,1,2017,7,6.58,0.82
Bronx,BX02,1,2017,7,12.47,1.10
Bronx,BX03,1,2017,7,9.76,0.99
Bronx,BX04,1,2017,7,10.88,1.04
Bronx,BX05,1,2017,7,11.68,1.07
Bronx,BX06,1,2017,7,12.25,1.09
Bronx,BX07,1,2017,7,13.54,1.13
Bronx,BX08,1,2017,7,20.00,1.30
Bronx,BX09,1,2017,7,9.69,0.99
Bronx,BX10,1,2017,7,18.31,1.26
Bronx,BX11,1,2017,7,13.96,1.14
Bronx,BX12,1,2017,7,16.35,1.21
Manhattan,MN01,1,2017,7,27.16,1.43
Manhattan,MN02,1,2017,7,24.37,1.39
Manhattan,MN03,1,2017,7,13.10,1.12
Manhattan,MN04,1,2017,7,22.40,1.35
Manhattan,MN05,1,2017,7,18.12,1.26
Manhattan,MN06,1,2017,7,22.05,1.34
Manhattan,MN07,1,2017,7,25.61,1.41
Manhattan,MN08,1,2017,7,26.32,1.42
Manhattan,MN09,1,2017,7,18.64,1.27
Manhattan,MN10,1,2017,7,14.29,1.16
Manhattan,MN11,1,2017,7,12.26,1.09
Manhattan,MN12,1,2017,7,15.78,1.20
Queens East,QE07,1,2017,7,17.42,1.24
Queens East,QE08,1,2017,7,15.53,1.19
Queens East,QE10,1,2017,7,20.98,1.32
Queens East,QE11,1,2017,7,21.38,1.33
Queens East,QE12,1,2017,7,13.72,1.14
Queens East,QE13,1,2017,7,17.75,1.25
Queens East,QE14,1,2017,7,11.37,1.06
Queens West,QW01,1,2017,7,19.92,1.30
Queens West,QW02,1,2017,7,19.54,1.29
Queens West,QW03,1,2017,7,13.89,1.14
Queens West,QW04,1,2017,7,14.24,1.15
Queens West,QW05,1,2017,7,22.94,1.36
Queens West,QW06,1,2017,7,20.69,1.32
Queens West,QW09,1,2017,7,18.02,1.26
Staten Island,SI01,1,2017,7,19.06,1.28
Staten Island,SI02,1,2017,7,18.68,1.27
Staten Island,SI03,1,2017,7,20.22,1.31
Brooklyn North,BKN01,12,2017,6,15.39,1.19
Brooklyn North,BKN02,12,2017,6,19.42,1.29
Brooklyn North,BKN03,12,2017,6,11.81,1.07
Brooklyn North,BKN04,12,2017,6,14.78,1.17
Brooklyn North,BKN05,12,2017,6,10.08,1.00
Brooklyn North,BKN08,12,2017,6,16.59,1.22
Brooklyn North,BKN09,12,2017,6,12.64,1.10
Brooklyn North,BKN16,12,2017,6,9.63,0.98
Brooklyn North,BKN17,12,2017,6,13.48,1.13
Brooklyn South,BKS06,12,2017,6,29.11,1.46
Brooklyn South,BKS07,12,2017,6,20.53,1.31
Brooklyn South,BKS10,12,2017,6,23.68,1.37
Brooklyn South,BKS11,12,2017,6,18.13,1.26
Brooklyn South,BKS12,12,2017,6,13.96,1.14
Brooklyn South,BKS13,12,2017,6,14.73,1.17
Brooklyn South,BKS14,12,2017,6,14.08,1.15
Brooklyn South,BKS15,12,2017,6,20.04,1.30
Brooklyn South,BKS18,12,2017,6,15.20,1.18
Bronx,BX01,12,2017,6,7.30,0.86
Bronx,BX02,12,2017,6,13.29,1.12
Bronx,BX03,12,2017,6,9.30,0.97
Bronx,BX04,12,2017,6,11.64,1.07
Bronx,BX05,12,2017,6,11.87,1.07
Bronx,BX06,12,2017,6,13.91,1.14
Bronx,BX07,12,2017,6,14.13,1.15
Bronx,BX08,12,2017,6,20.29,1.31
Bronx,BX09,12,2017,6,10.28,1.01
Bronx,BX10,12,2017,6,18.30,1.26
Bronx,BX11,12,2017,6,14.09,1.15
Bronx,BX12,12,2017,6,16.41,1.22
Manhattan,MN01,12,2017,6,26.92,1.43
Manhattan,MN02,12,2017,6,25.74,1.41
Manhattan,MN03,12,2017,6,14.72,1.17
Manhattan,MN04,12,2017,6,21.37,1.33
Manhattan,MN05,12,2017,6,18.81,1.27
Manhattan,MN06,12,2017,6,21.29,1.33
Manhattan,MN07,12,2017,6,25.99,1.41
Manhattan,MN08,12,2017,6,25.09,1.40
Manhattan,MN09,12,2017,6,18.16,1.26
Manhattan,MN10,12,2017,6,14.25,1.15
Manhattan,MN11,12,2017,6,12.12,1.08
Manhattan,MN12,12,2017,6,15.53,1.19
Queens East,QE07,12,2017,6,17.85,1.25
Queens East,QE08,12,2017,6,15.53,1.19
Queens East,QE10,12,2017,6,20.19,1.31
Queens East,QE11,12,2017,6,25.57,1.41
Queens East,QE12,12,2017,6,99.95,2.00
Queens East,QE13,12,2017,6,17.15,1.23
Queens East,QE14,12,2017,6,11.76,1.07
Queens West,QW01,12,2017,6,19.76,1.30
Queens West,QW02,12,2017,6,19.43,1.29
Queens West,QW03,12,2017,6,14.39,1.16
Queens West,QW04,12,2017,6,15.43,1.19
Queens West,QW05,12,2017,6,24.02,1.38
Queens West,QW06,12,2017,6,20.69,1.32
Queens West,QW09,12,2017,6,18.83,1.27
Staten Island,SI01,12,2017,6,20.14,1.30
Staten Island,SI02,12,2017,6,19.53,1.29
Staten Island,SI03,12,2017,6,19.78,1.30
Brooklyn North,BKN01,9,2017,3,13.98,1.15
Brooklyn North,BKN02,9,2017,3,18.30,1.26
Brooklyn North,BKN03,9,2017,3,11.30,1.05
Brooklyn North,BKN04,9,2017,3,14.27,1.15
Brooklyn North,BKN05,9,2017,3,9.94,1.00
Brooklyn North,BKN08,9,2017,3,16.71,1.22
Brooklyn North,BKN09,9,2017,3,12.82,1.11
Brooklyn North,BKN16,9,2017,3,8.11,0.91
Brooklyn North,BKN17,9,2017,3,13.66,1.14
Brooklyn South,BKS06,9,2017,3,30.41,1.48
Brooklyn South,BKS07,9,2017,3,21.01,1.32
Brooklyn South,BKS10,9,2017,3,24.55,1.39
Brooklyn South,BKS11,9,2017,3,19.10,1.28
Brooklyn South,BKS12,9,2017,3,14.50,1.16
Brooklyn South,BKS13,9,2017,3,14.49,1.16
Brooklyn South,BKS14,9,2017,3,14.93,1.17
Brooklyn South,BKS15,9,2017,3,18.26,1.26
Brooklyn South,BKS18,9,2017,3,15.91,1.20
Bronx,BX01,9,2017,3,6.93,0.84
Bronx,BX02,9,2017,3,12.50,1.10
Bronx,BX03,9,2017,3,8.69,0.94
Bronx,BX04,9,2017,3,11.04,1.04
Bronx,BX05,9,2017,3,11.50,1.06
Bronx,BX06,9,2017,3,14.22,1.15
Bronx,BX07,9,2017,3,14.07,1.15
Bronx,BX08,9,2017,3,20.06,1.30
Bronx,BX09,9,2017,3,9.49,0.98
Bronx,BX10,9,2017,3,18.26,1.26
Bronx,BX11,9,2017,3,14.14,1.15
Bronx,BX12,9,2017,3,17.01,1.23
Manhattan,MN01,9,2017,3,27.10,1.43
Manhattan,MN02,9,2017,3,26.32,1.42
Manhattan,MN03,9,2017,3,13.96,1.14
Manhattan,MN04,9,2017,3,22.47,1.35
Manhattan,MN05,9,2017,3,19.54,1.29
Manhattan,MN06,9,2017,3,22.20,1.35
Manhattan,MN07,9,2017,3,27.23,1.44
Manhattan,MN08,9,2017,3,25.98,1.41
Manhattan,MN09,9,2017,3,18.40,1.26
Manhattan,MN10,9,2017,3,14.32,1.16
Manhattan,MN11,9,2017,3,11.65,1.07
Manhattan,MN12,9,2017,3,15.91,1.20
Queens East,QE07,9,2017,3,18.90,1.28
Queens East,QE08,9,2017,3,16.13,1.21
Queens East,QE10,9,2017,3,20.68,1.32
Queens East,QE11,9,2017,3,27.59,1.44
Queens East,QE12,9,2017,3,14.29,1.15
Queens East,QE13,9,2017,3,18.28,1.26
Queens East,QE14,9,2017,3,11.39,1.06
Queens West,QW01,9,2017,3,20.09,1.30
Queens West,QW02,9,2017,3,19.84,1.30
Queens West,QW03,9,2017,3,14.94,1.17
Queens West,QW04,9,2017,3,14.55,1.16
Queens West,QW05,9,2017,3,25.97,1.41
Queens West,QW06,9,2017,3,20.80,1.32
Queens West,QW09,9,2017,3,19.44,1.29
Staten Island,SI01,9,2017,3,19.04,1.28
Staten Island,SI02,9,2017,3,20.53,1.31
Staten Island,SI03,9,2017,3,21.47,1.33
Brooklyn North,BKN01,11,2017,5,15.05,1.18
Brooklyn North,BKN02,11,2017,5,17.89,1.25
Brooklyn North,BKN03,11,2017,5,11.43,1.06
Brooklyn North,BKN04,11,2017,5,14.02,1.15
Brooklyn North,BKN05,11,2017,5,9.43,0.97
Brooklyn North,BKN08,11,2017,5,15.53,1.19
Brooklyn North,BKN09,11,2017,5,12.89,1.11
Brooklyn North,BKN16,11,2017,5,9.44,0.97
Brooklyn North,BKN17,11,2017,5,12.85,1.11
Brooklyn South,BKS06,11,2017,5,29.42,1.47
Brooklyn South,BKS07,11,2017,5,19.73,1.30
Brooklyn South,BKS10,11,2017,5,23.46,1.37
Brooklyn South,BKS11,11,2017,5,18.23,1.26
Brooklyn South,BKS12,11,2017,5,14.33,1.16
Brooklyn South,BKS13,11,2017,5,13.36,1.13
Brooklyn South,BKS14,11,2017,5,13.74,1.14
Brooklyn South,BKS15,11,2017,5,17.33,1.24
Brooklyn South,BKS18,11,2017,5,94.63,1.98
Bronx,BX01,11,2017,5,6.57,0.82
Bronx,BX02,11,2017,5,12.49,1.10
Bronx,BX03,11,2017,5,8.46,0.93
Bronx,BX04,11,2017,5,10.87,1.04
Bronx,BX05,11,2017,5,11.24,1.05
Bronx,BX06,11,2017,5,14.07,1.15
Bronx,BX07,11,2017,5,13.26,1.12
Bronx,BX08,11,2017,5,19.20,1.28
Bronx,BX09,11,2017,5,,
Bronx,BX10,11,2017,5,17.73,1.25
Bronx,BX11,11,2017,5,13.51,1.13
Bronx,BX12,11,2017,5,15.55,1.19
Manhattan,MN01,11,2017,5,25.72,1.41
Manhattan,MN02,11,2017,5,24.32,1.39
Manhattan,MN03,11,2017,5,14.09,1.15
Manhattan,MN04,11,2017,5,22.01,1.34
Manhattan,MN05,11,2017,5,18.54,1.27
Manhattan,MN06,11,2017,5,21.71,1.34
Manhattan,MN07,11,2017,5,25.78,1.41
Manhattan,MN08,11,2017,5,24.95,1.40
Manhattan,MN09,11,2017,5,18.41,1.27
Manhattan,MN10,11,2017,5,14.20,1.15
Manhattan,MN11,11,2017,5,11.47,1.06
Manhattan,MN12,11,2017,5,15.78,1.20
Queens East,QE07,11,2017,5,17.25,1.24
Queens East,QE08,11,2017,5,15.33,1.19
Queens East,QE10,11,2017,5,20.17,1.30
Queens East,QE11,11,2017,5,25.47,1.41
Queens East,QE12,11,2017,5,13.63,1.13
Queens East,QE13,11,2017,5,16.57,1.22
Queens East,QE14,11,2017,5,11.35,1.06
Queens West,QW01,11,2017,5,18.97,1.28
Queens West,QW02,11,2017,5,19.08,1.28
Queens West,QW03,11,2017,5,14.26,1.15
Queens West,QW04,11,2017,5,14.34,1.16
Queens West,QW05,11,2017,5,24.49,1.39
Queens West,QW06,11,2017,5,20.15,1.30
Queens West,QW09,11,2017,5,18.21,1.26
Staten Island,SI01,11,2017,5,19.42,1.29
Staten Island,SI02,11,2017,5,18.63,1.27
Staten Island,SI03,11,2017,5,19.32,1.29
Brooklyn North,BKN01,5,2017,11,14.91,1.17
Brooklyn North,BKN02,5,2017,11,19.19,1.28
Brooklyn North,BKN03,5,2017,11,12.08,1.08
Brooklyn North,BKN04,5,2017,11,13.98,1.15
Brooklyn North,BKN05,5,2017,11,10.29,1.01
Brooklyn North,BKN08,5,2017,11,16.41,1.22
Brooklyn North,BKN09,5,2017,11,13.13,1.12
Brooklyn North,BKN16,5,2017,11,8.61,0.93
Brooklyn North,BKN17,5,2017,11,14.49,1.16
Brooklyn South,BKS06,5,2017,11,31.33,1.50
Brooklyn South,BKS07,5,2017,11,22.91,1.36
Brooklyn South,BKS10,5,2017,11,26.74,1.43
Brooklyn South,BKS11,5,2017,11,19.94,1.30
Brooklyn South,BKS12,5,2017,11,15.17,1.18
Brooklyn South,BKS13,5,2017,11,13.87,1.14
Brooklyn South,BKS14,5,2017,11,14.86,1.17
Brooklyn South,BKS15,5,2017,11,18.36,1.26
Brooklyn South,BKS18,5,2017,11,16.90,1.23
Bronx,BX01,5,2017,11,6.36,0.80
Bronx,BX02,5,2017,11,12.40,1.09
Bronx,BX03,5,2017,11,8.47,0.93
Bronx,BX04,5,2017,11,10.68,1.03
Bronx,BX05,5,2017,11,11.62,1.07
Bronx,BX06,5,2017,11,13.75,1.14
Bronx,BX07,5,2017,11,13.81,1.14
Bronx,BX08,5,2017,11,21.17,1.33
Bronx,BX09,5,2017,11,9.51,0.98
Bronx,BX10,5,2017,11,19.14,1.28
Bronx,BX11,5,2017,11,14.60,1.16
Bronx,BX12,5,2017,11,17.56,1.24
Manhattan,MN01,5,2017,11,27.90,1.45
Manhattan,MN02,5,2017,11,25.98,1.41
Manhattan,MN03,5,2017,11,13.93,1.14
Manhattan,MN04,5,2017,11,22.63,1.35
Manhattan,MN05,5,2017,11,19.86,1.30
Manhattan,MN06,5,2017,11,23.16,1.36
Manhattan,MN07,5,2017,11,27.71,1.44
Manhattan,MN08,5,2017,11,26.97,1.43
Manhattan,MN09,5,2017,11,17.80,1.25
Manhattan,MN10,5,2017,11,14.50,1.16
Manhattan,MN11,5,2017,11,11.94,1.08
Manhattan,MN12,5,2017,11,15.82,1.20
Queens East,QE07,5,2017,11,21.83,1.34
Queens East,QE08,5,2017,11,18.88,1.28
Queens East,QE10,5,2017,11,23.87,1.38
Queens East,QE11,5,2017,11,28.07,1.45
Queens East,QE12,5,2017,11,17.36,1.24
Queens East,QE13,5,2017,11,19.57,1.29
Queens East,QE14,5,2017,11,12.41,1.09
Queens West,QW01,5,2017,11,20.56,1.31
Queens West,QW02,5,2017,11,20.53,1.31
Queens West,QW03,5,2017,11,15.07,1.18
Queens West,QW04,5,2017,11,95.39,1.98
Queens West,QW05,5,2017,11,28.25,1.45
Queens West,QW06,5,2017,11,24.19,1.38
Queens West,QW09,5,2017,11,21.20,1.33
Staten Island,SI01,5,2017,11,21.26,1.33
Staten Island,SI02,5,2017,11,20.81,1.32
Staten Island,SI03,5,2017,11,23.21,1.37
Brooklyn North,BKN01,4,2017,10,15.02,1.18
Brooklyn North,BKN02,4,2017,10,18.44,1.27
Brooklyn North,BKN03,4,2017,10,11.43,1.06
Brooklyn North,BKN04,4,2017,10,13.73,1.14
Brooklyn North,BKN05,4,2017,10,9.75,0.99
Brooklyn North,BKN08,4,2017,10,15.60,1.19
Brooklyn North,BKN09,4,2017,10,12.52,1.10
Brooklyn North,BKN16,4,2017,10,8.47,0.93
Brooklyn North,BKN17,4,2017,10,13.18,1.12
Brooklyn South,BKS06,4,2017,10,99.19,2.00
Brooklyn South,BKS07,4,2017,10,23.10,1.36
Brooklyn South,BKS10,4,2017,10,25.61,1.41
Brooklyn South,BKS11,4,2017,10,18.69,1.27
Brooklyn South,BKS12,4,2017,10,14.16,1.15
Brooklyn South,BKS13,4,2017,10,13.43,1.13
Brooklyn South,BKS14,4,2017,10,13.80,1.14
Brooklyn South,BKS15,4,2017,10,17.27,1.24
Brooklyn South,BKS18,4,2017,10,15.16,1.18
Bronx,BX01,4,2017,10,6.35,0.80
Bronx,BX02,4,2017,10,12.76,1.11
Bronx,BX03,4,2017,10,8.55,0.93
Bronx,BX04,4,2017,10,10.65,1.03
Bronx,BX05,4,2017,10,11.39,1.06
Bronx,BX06,4,2017,10,13.57,1.13
Bronx,BX07,4,2017,10,13.24,1.12
Bronx,BX08,4,2017,10,19.76,1.30
Bronx,BX09,4,2017,10,9.24,0.97
Bronx,BX10,4,2017,10,18.04,1.26
Bronx,BX11,4,2017,10,13.61,1.13
Bronx,BX12,4,2017,10,15.81,1.20
Manhattan,MN01,4,2017,10,27.85,1.44
Manhattan,MN02,4,2017,10,26.00,1.42
Manhattan,MN03,4,2017,10,14.04,1.15
Manhattan,MN04,4,2017,10,23.51,1.37
Manhattan,MN05,4,2017,10,19.32,1.29
Manhattan,MN06,4,2017,10,22.49,1.35
Manhattan,MN07,4,2017,10,26.77,1.43
Manhattan,MN08,4,2017,10,26.04,1.42
Manhattan,MN09,4,2017,10,17.77,1.25
Manhattan,MN10,4,2017,10,14.39,1.16
Manhattan,MN11,4,2017,10,12.04,1.08
Manhattan,MN12,4,2017,10,15.36,1.19
Queens East,QE07,4,2017,10,17.69,1.25
Queens East,QE08,4,2017,10,15.63,1.19
Queens East,QE10,4,2017,10,21.57,1.33
Queens East,QE11,4,2017,10,20.92,1.32
Queens East,QE12,4,2017,10,13.75,1.14
Queens East,QE13,4,2017,10,17.45,1.24
Queens East,QE14,4,2017,10,11.51,1.06
Queens West,QW01,4,2017,10,19.55,1.29
Queens West,QW02,4,2017,10,19.69,1.29
Queens West,QW03,4,2017,10,14.20,1.15
Queens West,QW04,4,2017,10,14.56,1.16
Queens West,QW05,4,2017,10,24.43,1.39
Queens West,QW06,4,2017,10,20.68,1.32
Queens West,QW09,4,2017,10,18.41,1.26
Staten Island,SI01,4,2017,10,19.11,1.28
Staten Island,SI02,4,2017,10,19.16,1.28
Staten Island,SI03,4,2017,10,20.70,1.32
Brooklyn North,BKN01,3,2017,9,15.28,1.18
Brooklyn North,BKN02,3,2017,9,17.91,1.25
Brooklyn North,BKN03,3,2017,9,99.13,2.00
Brooklyn North,BKN04,3,2017,9,14.44,1.16
Brooklyn North,BKN05,3,2017,9,9.87,0.99
Brooklyn North,BKN08,3,2017,9,15.61,1.19
Brooklyn North,BKN09,3,2017,9,12.55,1.10
Brooklyn North,BKN16,3,2017,9,8.41,0.92
Brooklyn North,BKN17,3,2017,9,13.32,1.12
Brooklyn South,BKS06,3,2017,9,30.16,1.48
Brooklyn South,BKS07,3,2017,9,25.44,1.41
Brooklyn South,BKS10,3,2017,9,24.35,1.39
Brooklyn South,BKS11,3,2017,9,18.96,1.28
Brooklyn South,BKS12,3,2017,9,15.63,1.19
Brooklyn South,BKS13,3,2017,9,14.07,1.15
Brooklyn South,BKS14,3,2017,9,14.42,1.16
Brooklyn South,BKS15,3,2017,9,17.83,1.25
Brooklyn South,BKS18,3,2017,9,15.87,1.20
Bronx,BX01,3,2017,9,6.72,0.83
Bronx,BX02,3,2017,9,12.81,1.11
Bronx,BX03,3,2017,9,9.50,0.98
Bronx,BX04,3,2017,9,10.80,1.03
Bronx,BX05,3,2017,9,11.73,1.07
Bronx,BX06,3,2017,9,14.33,1.16
Bronx,BX07,3,2017,9,13.53,1.13
Bronx,BX08,3,2017,9,20.33,1.31
Bronx,BX09,3,2017,9,9.74,0.99
Bronx,BX10,3,2017,9,17.87,1.25
Bronx,BX11,3,2017,9,13.75,1.14
Bronx,BX12,3,2017,9,16.49,1.22
Manhattan,MN01,3,2017,9,27.44,1.44
Manhattan,MN02,3,2017,9,25.60,1.41
Manhattan,MN03,3,2017,9,14.44,1.16
Manhattan,MN04,3,2017,9,23.02,1.36
Manhattan,MN05,3,2017,9,19.38,1.29
Manhattan,MN06,3,2017,9,22.68,1.36
Manhattan,MN07,3,2017,9,27.09,1.43
Manhattan,MN08,3,2017,9,26.74,1.43
Manhattan,MN09,3,2017,9,18.04,1.26
Manhattan,MN10,3,2017,9,99.61,2.00
Manhattan,MN11,3,2017,9,11.91,1.08
Manhattan,MN12,3,2017,9,15.73,1.20
Queens East,QE07,3,2017,9,17.65,1.25
Queens East,QE08,3,2017,9,15.84,1.20
Queens East,QE10,3,2017,9,21.09,1.32
Queens East,QE11,3,2017,9,21.28,1.33
Queens East,QE12,3,2017,9,13.76,1.14
Queens East,QE13,3,2017,9,17.68,1.25
Queens East,QE14,3,2017,9,11.41,1.06
Queens West,QW01,3,2017,9,19.75,1.30
Queens West,QW02,3,2017,9,19.47,1.29
Queens West,QW03,3,2017,9,14.17,1.15
Queens West,QW04,3,2017,9,14.70,1.17
Queens West,QW05,3,2017,9,24.18,1.38
Queens West,QW06,3,2017,9,21.00,1.32
Queens West,QW09,3,2017,9,18.84,1.28
Staten Island,SI01,3,2017,9,19.06,1.28
Staten Island,SI02,3,2017,9,19.25,1.28
Staten Island,SI03,3,2017,9,20.77,1.32
Brooklyn North,BKN01,10,2016,4,13.69,1.14
Brooklyn North,BKN02,10,2016,4,17.61,1.25
Brooklyn North,BKN03,10,2016,4,10.86,1.04
Brooklyn North,BKN04,10,2016,4,13.42,1.13
Brooklyn North,BKN05,10,2016,4,9.62,0.98
Brooklyn North,BKN08,10,2016,4,15.20,1.18
Brooklyn North,BKN09,10,2016,4,11.74,1.07
Brooklyn North,BKN16,10,2016,4,8.19,0.91
Brooklyn North,BKN17,10,2016,4,13.21,1.12
Brooklyn South,BKS06,10,2016,4,30.07,1.48
Brooklyn South,BKS07,10,2016,4,20.38,1.31
Brooklyn South,BKS10,10,2016,4,24.86,1.40
Brooklyn South,BKS11,10,2016,4,17.73,1.25
Brooklyn South,BKS12,10,2016,4,14.36,1.16
Brooklyn South,BKS13,10,2016,4,13.38,1.13
Brooklyn South,BKS14,10,2016,4,15.03,1.18
Brooklyn South,BKS15,10,2016,4,17.63,1.25
Brooklyn South,BKS18,10,2016,4,14.98,1.18
Bronx,BX01,10,2016,4,6.79,0.83
Bronx,BX02,10,2016,4,12.48,1.10
Bronx,BX03,10,2016,4,10.09,1.00
Bronx,BX04,10,2016,4,10.93,1.04
Bronx,BX05,10,2016,4,11.85,1.07
Bronx,BX06,10,2016,4,14.02,1.15
Bronx,BX07,10,2016,4,13.31,1.12
Bronx,BX08,10,2016,4,20.16,1.30
Bronx,BX09,10,2016,4,9.18,0.96
Bronx,BX10,10,2016,4,17.84,1.25
Bronx,BX11,10,2016,4,13.99,1.15
Bronx,BX12,10,2016,4,16.44,1.22
Manhattan,MN01,10,2016,4,27.12,1.43
Manhattan,MN02,10,2016,4,25.42,1.41
Manhattan,MN03,10,2016,4,13.65,1.14
Manhattan,MN04,10,2016,4,22.75,1.36
Manhattan,MN05,10,2016,4,19.67,1.29
Manhattan,MN06,10,2016,4,22.60,1.35
Manhattan,MN07,10,2016,4,26.61,1.43
Manhattan,MN08,10,2016,4,26.44,1.42
Manhattan,MN09,10,2016,4,17.28,1.24
Manhattan,MN10,10,2016,4,14.34,1.16
Manhattan,MN11,10,2016,4,11.49,1.06
Manhattan,MN12,10,2016,4,15.69,1.20
Queens East,QE07,10,2016,4,17.93,1.25
Queens East,QE08,10,2016,4,15.92,1.20
Queens East,QE10,10,2016,4,21.36,1.33
Queens East,QE11,10,2016,4,21.72,1.34
Queens East,QE12,10,2016,4,13.97,1.15
Queens East,QE13,10,2016,4,17.84,1.25
Queens East,QE14,10,2016,4,11.44,1.06
Queens West,QW01,10,2016,4,19.58,1.29
Queens West,QW02,10,2016,4,19.33,1.29
Queens West,QW03,10,2016,4,14.17,1.15
Queens West,QW04,10,2016,4,13.46,1.13
Queens West,QW05,10,2016,4,23.83,1.38
Queens West,QW06,10,2016,4,20.77,1.32
Queens West,QW09,10,2016,4,18.88,1.28
Staten Island,SI01,10,2016,4,98.70,1.99
