Zone,District,Year,Month,Capture Rate-Paper ,Capture Rate-MGP,Capture Rate-Total
Bronx,BX10,2019,5,37.16,83.94,54.93
Bronx,BX11,2019,5,33.08,60.62,43.54
Bronx,BX12,2019,5,32.37,77.16,49.38
Manhattan,MN01,2019,5,45.46,73.46,52.20
Manhattan,MN02,2019,5,38.28,84.16,49.33
Manhattan,MN03,2019,5,41.02,43.22,41.98
Manhattan,MN04,2019,5,34.04,77.50,44.51
Manhattan,MN05,2019,5,33.14,65.93,41.04
Manhattan,MN06,2019,5,34.79,74.00,44.23
Manhattan,MN07,2019,5,40.82,81.56,50.63
Manhattan,MN08,2019,5,41.91,81.46,51.43
Manhattan,MN09,2019,5,55.75,52.75,54.44
Manhattan,MN10,2019,5,39.48,56.06,46.72
Manhattan,MN11,2019,5,38.78,32.61,36.08
Manhattan,MN12,2019,5,44.35,59.44,50.94
Queens East,QE07,2019,5,45.39,65.92,53.19
Queens East,QE08,2019,5,27.23,51.16,34.30
Queens East,QE10,2019,5,38.66,90.19,56.98
Queens East,QE11,2019,5,56.28,94.03,69.70
Queens East,QE12,2019,5,32.61,65.21,47.58
Queens East,QE13,2019,5,36.69,91.21,56.08
Queens East,QE14,2019,5,30.97,43.34,35.67
Queens West,QW01,2019,5,47.14,73.75,57.24
Queens West,QW02,2019,5,48.19,70.05,56.49
Queens West,QW03,2019,5,29.28,59.62,40.80
Queens West,QW04,2019,5,32.88,61.72,43.83
Queens West,QW05,2019,5,43.48,82.78,58.41
Queens West,QW06,2019,5,28.09,73.63,39.06
Queens West,QW09,2019,5,38.69,75.11,52.52
Staten Island,SI01,2019,5,42.84,81.18,56.47
Staten Island,SI02,2019,5,46.85,77.89,57.89
Staten Island,SI03,2019,5,50.17,87.43,63.42
Brooklyn North,BKN01,2019,11,55.39,43.96,50.20
Brooklyn North,BKN02,2019,11,33.15,58.95,40.25
Brooklyn North,BKN03,2019,11,40.07,40.54,40.28
Brooklyn North,BKN04,2019,11,40.43,62.72,50.55
Brooklyn North,BKN05,2019,11,27.44,40.86,33.53
Brooklyn North,BKN08,2019,11,53.66,53.39,53.54
Brooklyn North,BKN09,2019,11,32.46,51.37,38.91
Brooklyn North,BKN16,2019,11,25.38,34.27,29.42
Brooklyn North,BKN17,2019,11,28.75,69.24,42.57
Brooklyn South,BKS06,2019,11,45.43,81.94,55.48
Brooklyn South,BKS07,2019,11,45.69,81.71,57.98
Brooklyn South,BKS10,2019,11,53.93,83.70,64.09
Brooklyn South,BKS11,2019,11,46.78,70.96,55.03
Brooklyn South,BKS12,2019,11,56.05,40.27,48.89
Brooklyn South,BKS13,2019,11,44.10,47.83,45.72
Brooklyn South,BKS14,2019,11,36.15,55.91,42.40
Brooklyn South,BKS15,2019,11,47.52,68.89,54.81
Brooklyn South,BKS18,2019,11,32.26,65.84,42.83
Bronx,BX01,2019,11,20.05,26.46,22.84
Bronx,BX02,2019,11,31.67,50.34,39.81
Bronx,BX03,2019,11,24.56,35.94,29.52
Bronx,BX04,2019,11,28.61,48.80,37.41
Bronx,BX05,2019,11,26.63,48.94,36.36
Bronx,BX06,2019,11,34.66,43.84,38.67
Bronx,BX07,2019,11,34.66,64.91,47.85
Bronx,BX08,2019,11,42.52,82.64,55.23
Bronx,BX09,2019,11,25.16,,32.27
Bronx,BX10,2019,11,38.04,85.74,54.31
Bronx,BX11,2019,11,33.85,63.08,43.82
Bronx,BX12,2019,11,33.00,85.76,51.00
Manhattan,MN01,2019,11,44.76,75.13,51.73
Manhattan,MN02,2019,11,41.34,88.17,52.09
Manhattan,MN03,2019,11,40.69,40.66,40.68
Manhattan,MN04,2019,11,33.26,77.19,43.34
Manhattan,MN05,2019,11,34.58,65.19,41.60
Manhattan,MN06,2019,11,35.03,75.33,44.28
Manhattan,MN07,2019,11,42.45,83.09,51.78
Manhattan,MN08,2019,11,42.92,82.21,51.93
Manhattan,MN09,2019,11,53.38,49.85,51.84
Manhattan,MN10,2019,11,39.64,50.87,44.54
Manhattan,MN11,2019,11,38.95,30.24,35.15
Manhattan,MN12,2019,11,45.21,57.60,50.61
Queens East,QE07,2019,11,47.30,69.95,55.03
Queens East,QE08,2019,11,27.16,51.78,33.94
Queens East,QE10,2019,11,33.52,85.41,49.85
Queens East,QE11,2019,11,47.66,78.59,57.39
Queens East,QE12,2019,11,30.42,76.10,48.56
Queens East,QE13,2019,11,30.17,89.45,48.83
Queens East,QE14,2019,11,32.88,47.26,37.79
Queens West,QW01,2019,11,49.27,84.26,61.21
Queens West,QW02,2019,11,49.28,82.70,60.68
Queens West,QW03,2019,11,31.24,70.38,44.59
Queens West,QW04,2019,11,34.00,69.35,46.06
Queens West,QW05,2019,11,45.39,93.06,61.66
Queens West,QW06,2019,11,29.09,75.66,
Queens West,QW09,2019,11,38.72,83.28,53.93
Staten Island,SI01,2019,11,37.05,73.11,48.40
Staten Island,SI02,2019,11,41.85,70.91,50.99
Staten Island,SI03,2019,11,43.06,75.44,53.25
Brooklyn North,BKN01,2019,10,55.00,45.46,50.67
Brooklyn North,BKN02,2019,10,33.63,59.79,40.83
Brooklyn North,BKN03,2019,10,39.99,42.46,41.11
Brooklyn North,BKN04,2019,10,39.17,64.40,50.62
Brooklyn North,BKN05,2019,10,26.69,42.23,33.74
Brooklyn North,BKN08,2019,10,50.88,54.37,52.47
Brooklyn North,BKN09,2019,10,30.99,52.24,38.24
Brooklyn North,BKN16,2019,10,24.61,35.17,29.41
Brooklyn North,BKN17,2019,10,27.16,69.99,41.77
Brooklyn South,BKS06,2019,10,44.73,84.06,55.56
Brooklyn South,BKS07,2019,10,45.98,82.32,58.38
Brooklyn South,BKS10,2019,10,51.29,86.59,63.33
Brooklyn South,BKS11,2019,10,44.32,73.44,54.25
Brooklyn South,BKS12,2019,10,51.52,43.40,47.83
Brooklyn South,BKS13,2019,10,40.77,49.06,44.38
Brooklyn South,BKS14,2019,10,34.79,56.57,41.69
Brooklyn South,BKS15,2019,10,45.85,70.38,54.22
Brooklyn South,BKS18,2019,10,30.54,68.34,42.44
Bronx,BX01,2019,10,19.66,27.47,23.07
Bronx,BX02,2019,10,31.59,58.59,43.37
Bronx,BX03,2019,10,24.48,37.23,30.04
Bronx,BX04,2019,10,27.79,49.05,37.06
Bronx,BX05,2019,10,25.68,48.62,35.68
Bronx,BX06,2019,10,35.28,45.74,39.84
Bronx,BX07,2019,10,33.33,64.58,46.96
Bronx,BX08,2019,10,42.70,84.77,56.03
Bronx,BX09,2019,10,25.20,41.18,32.45
Bronx,BX10,2019,10,37.11,88.59,54.68
Bronx,BX11,2019,10,33.23,64.47,43.89
Bronx,BX12,2019,10,32.99,87.63,51.64
Manhattan,MN01,2019,10,44.61,75.69,51.74
Manhattan,MN02,2019,10,40.07,85.96,50.60
Manhattan,MN03,2019,10,42.44,42.37,42.41
Manhattan,MN04,2019,10,32.79,76.49,42.82
Manhattan,MN05,2019,10,33.00,63.40,39.97
Manhattan,MN06,2019,10,34.99,74.66,44.09
Manhattan,MN07,2019,10,41.23,81.25,50.42
Manhattan,MN08,2019,10,41.98,80.55,50.83
Manhattan,MN09,2019,10,55.95,48.66,52.77
Manhattan,MN10,2019,10,37.32,52.73,44.04
Manhattan,MN11,2019,10,41.17,30.99,36.73
Manhattan,MN12,2019,10,43.06,55.86,48.64
Queens East,QE07,2019,10,46.71,73.98,56.01
Queens East,QE08,2019,10,26.37,54.56,34.13
Queens East,QE10,2019,10,32.81,88.37,50.30
Queens East,QE11,2019,10,50.05,85.22,61.12
Queens East,QE12,2019,10,30.85,75.69,48.66
Queens East,QE13,2019,10,30.89,91.79,50.06
Queens East,QE14,2019,10,31.19,48.71,37.17
Queens West,QW01,2019,10,47.55,84.93,60.30
Queens West,QW02,2019,10,48.58,82.91,60.29
Queens West,QW03,2019,10,29.80,70.25,43.60
Queens West,QW04,2019,10,33.10,71.06,46.05
Queens West,QW05,2019,10,44.40,95.59,61.87
Queens West,QW06,2019,10,28.47,76.86,39.58
Queens West,QW09,2019,10,38.39,85.09,54.32
Staten Island,SI01,2019,10,37.75,79.02,50.74
Staten Island,SI02,2019,10,41.87,77.32,53.03
Staten Island,SI03,2019,10,44.42,85.10,57.22
Brooklyn North,BKN01,2019,9,58.38,44.12,51.91
Brooklyn North,BKN02,2019,9,36.32,58.65,42.47
Brooklyn North,BKN03,2019,9,41.79,42.50,42.11
Brooklyn North,BKN04,2019,9,42.56,64.77,52.64
Brooklyn North,BKN05,2019,9,28.42,41.60,34.40
Brooklyn North,BKN08,2019,9,56.49,54.72,55.68
Brooklyn North,BKN09,2019,9,33.46,51.85,39.74
Brooklyn North,BKN16,2019,9,26.26,34.58,30.04
Brooklyn North,BKN17,2019,9,28.98,72.14,43.71
Brooklyn South,BKS06,2019,9,47.43,84.46,57.62
Brooklyn South,BKS07,2019,9,48.31,83.39,60.28
Brooklyn South,BKS10,2019,9,53.77,85.67,64.65
Brooklyn South,BKS11,2019,9,45.97,71.16,54.57
Brooklyn South,BKS12,2019,9,56.85,42.50,50.34
Brooklyn South,BKS13,2019,9,42.64,50.14,45.91
Brooklyn South,BKS14,2019,9,36.88,57.63,43.45
Brooklyn South,BKS15,2019,9,48.82,72.23,56.81
Brooklyn South,BKS18,2019,9,31.21,70.78,43.66
Bronx,BX01,2019,9,20.64,26.50,23.20
Bronx,BX02,2019,9,33.84,56.99,43.94
Bronx,BX03,2019,9,26.44,35.64,30.45
Bronx,BX04,2019,9,30.26,49.98,38.86
Bronx,BX05,2019,9,26.22,50.11,36.64
Bronx,BX06,2019,9,38.41,44.04,40.87
Bronx,BX07,2019,9,34.60,64.63,47.69
Bronx,BX08,2019,9,44.91,85.29,57.70
Bronx,BX09,2019,9,26.63,40.17,32.77
Bronx,BX10,2019,9,39.50,87.52,55.89
Bronx,BX11,2019,9,35.17,65.25,45.44
Bronx,BX12,2019,9,33.86,87.31,52.10
Manhattan,MN01,2019,9,44.22,83.31,53.19
Manhattan,MN02,2019,9,41.82,83.19,51.31
Manhattan,MN03,2019,9,45.33,42.27,43.99
Manhattan,MN04,2019,9,33.84,74.37,43.14
Manhattan,MN05,2019,9,33.88,62.75,40.51
Manhattan,MN06,2019,9,35.99,74.61,44.85
Manhattan,MN07,2019,9,42.50,80.74,51.28
Manhattan,MN08,2019,9,43.82,78.54,51.79
Manhattan,MN09,2019,9,59.95,48.43,54.93
Manhattan,MN10,2019,9,39.86,54.72,46.34
Manhattan,MN11,2019,9,41.86,29.70,36.56
Manhattan,MN12,2019,9,45.71,56.90,50.59
Queens East,QE07,2019,9,47.67,73.76,56.57
Queens East,QE08,2019,9,27.38,54.03,34.72
Queens East,QE10,2019,9,34.78,89.80,52.09
Queens East,QE11,2019,9,52.27,87.08,63.23
Queens East,QE12,2019,9,31.71,76.78,49.61
Queens East,QE13,2019,9,30.94,93.03,50.48
Queens East,QE14,2019,9,32.11,52.55,39.08
Queens West,QW01,2019,9,50.29,85.05,62.15
Queens West,QW02,2019,9,50.68,84.77,62.31
Queens West,QW03,2019,9,33.23,68.98,45.43
Queens West,QW04,2019,9,35.29,71.30,47.58
Queens West,QW05,2019,9,47.66,96.91,64.46
Queens West,QW06,2019,9,29.46,77.74,40.54
Queens West,QW09,2019,9,40.13,88.48,56.63
Staten Island,SI01,2019,9,38.93,80.45,51.99
Staten Island,SI02,2019,9,42.31,79.84,54.12
Staten Island,SI03,2019,9,45.88,87.18,58.88
Brooklyn North,BKN01,2018,4,48.34,48.01,48.20
Brooklyn North,BKN02,2018,4,35.72,58.69,42.51
Brooklyn North,BKN03,2018,4,34.27,45.19,38.71
Brooklyn North,BKN04,2018,4,35.31,68.72,48.89
Brooklyn North,BKN05,2018,4,23.71,44.82,32.29
Brooklyn North,BKN08,2018,4,44.79,60.09,51.01
Brooklyn North,BKN09,2018,4,34.59,47.02,39.31
Brooklyn North,BKN16,2018,4,20.70,35.88,26.88
Brooklyn North,BKN17,2018,4,29.83,62.60,42.27
Brooklyn South,BKS06,2018,4,48.79,83.49,59.04
Brooklyn South,BKS07,2018,4,46.31,73.00,56.45
Brooklyn South,BKS10,2018,4,56.27,80.80,65.59
Brooklyn South,BKS11,2018,4,46.76,65.83,54.00
Brooklyn South,BKS12,2018,4,46.16,48.24,47.01
Brooklyn South,BKS13,2018,4,41.64,51.60,45.99
Brooklyn South,BKS14,2018,4,38.75,56.85,44.95
Brooklyn South,BKS15,2018,4,49.31,66.40,55.81
Brooklyn South,BKS18,2018,4,40.98,75.55,53.27
Bronx,BX01,2018,4,20.57,26.12,22.99
Bronx,BX02,2018,4,34.94,57.65,44.86
Bronx,BX03,2018,4,27.30,41.11,33.33
Bronx,BX04,2018,4,29.81,50.42,38.81
Bronx,BX05,2018,4,27.09,51.03,37.54
Bronx,BX06,2018,4,36.46,46.89,41.01
Bronx,BX07,2018,4,34.70,64.15,47.56
Bronx,BX08,2018,4,45.40,82.15,58.00
Bronx,BX09,2018,4,22.18,43.39,30.80
Bronx,BX10,2018,4,42.77,71.53,53.70
Bronx,BX11,2018,4,35.97,57.97,44.33
Bronx,BX12,2018,4,35.80,79.47,52.39
Manhattan,MN01,2018,4,45.89,76.65,53.30
Manhattan,MN02,2018,4,39.66,87.34,51.15
Manhattan,MN03,2018,4,43.20,46.25,44.53
Manhattan,MN04,2018,4,33.27,78.35,44.12
Manhattan,MN05,2018,4,33.75,64.02,41.04
Manhattan,MN06,2018,4,34.29,75.00,44.10
Manhattan,MN07,2018,4,42.84,84.88,52.97
Manhattan,MN08,2018,4,42.99,82.91,52.60
Manhattan,MN09,2018,4,55.50,51.31,53.67
Manhattan,MN10,2018,4,39.05,55.07,46.05
Manhattan,MN11,2018,4,42.07,32.91,38.07
Manhattan,MN12,2018,4,45.08,58.89,51.11
Queens East,QE07,2018,4,49.02,69.67,56.86
Queens East,QE08,2018,4,30.50,52.79,37.09
Queens East,QE10,2018,4,45.39,91.20,61.68
Queens East,QE11,2018,4,63.55,97.22,75.52
Queens East,QE12,2018,4,36.93,67.67,51.04
Queens East,QE13,2018,4,41.19,95.54,60.52
Queens East,QE14,2018,4,32.67,42.73,36.49
Queens West,QW01,2018,4,49.90,77.33,60.32
Queens West,QW02,2018,4,52.31,77.15,61.75
Queens West,QW03,2018,4,32.91,62.11,44.00
Queens West,QW04,2018,4,35.44,64.42,46.45
Queens West,QW05,2018,4,49.38,88.22,64.13
Queens West,QW06,2018,4,30.26,78.21,41.81
Queens West,QW09,2018,4,42.36,77.27,55.62
Staten Island,SI01,2018,4,48.71,81.15,60.24
Staten Island,SI02,2018,4,53.61,82.49,63.88
Staten Island,SI03,2018,4,55.75,86.63,66.73
Brooklyn North,BKN01,2018,8,48.47,45.59,47.16
Brooklyn North,BKN02,2018,8,36.78,53.09,41.59
Brooklyn North,BKN03,2018,8,32.99,40.71,36.51
Brooklyn North,BKN04,2018,8,33.18,59.04,44.98
Brooklyn North,BKN05,2018,8,22.18,37.51,29.17
Brooklyn North,BKN08,2018,8,44.74,50.12,47.20
Brooklyn North,BKN09,2018,8,32.94,41.06,36.17
Brooklyn North,BKN16,2018,8,21.92,30.24,25.72
Brooklyn North,BKN17,2018,8,28.47,55.65,39.29
Brooklyn South,BKS06,2018,8,45.06,75.60,54.07
Brooklyn South,BKS07,2018,8,62.59,61.13,62.01
Brooklyn South,BKS10,2018,8,54.73,68.91,60.37
Brooklyn South,BKS11,2018,8,45.95,58.06,50.77
Brooklyn South,BKS12,2018,8,49.08,39.84,44.87
Brooklyn South,BKS13,2018,8,37.59,48.00,42.05
Brooklyn South,BKS14,2018,8,31.52,49.66,37.41
Brooklyn South,BKS15,2018,8,47.10,54.22,49.93
Brooklyn South,BKS18,2018,8,32.98,60.71,42.81
Bronx,BX01,2018,8,17.00,26.54,21.09
Bronx,BX02,2018,8,28.94,56.20,40.63
Bronx,BX03,2018,8,21.13,35.85,27.44
Bronx,BX04,2018,8,25.75,50.12,36.20
Bronx,BX05,2018,8,23.82,50.98,35.47
Bronx,BX06,2018,8,36.31,45.33,40.18
Bronx,BX07,2018,8,30.88,62.91,44.61
Bronx,BX08,2018,8,39.71,77.98,52.14
Bronx,BX09,2018,8,22.69,37.62,29.50
Bronx,BX10,2018,8,42.26,65.65,51.57
Bronx,BX11,2018,8,35.73,51.80,42.12
Bronx,BX12,2018,8,33.50,70.20,48.10
Manhattan,MN01,2018,8,40.95,66.45,47.81
Manhattan,MN02,2018,8,36.63,73.14,46.47
Manhattan,MN03,2018,8,40.37,43.91,41.89
Manhattan,MN04,2018,8,31.13,70.28,41.67
Manhattan,MN05,2018,8,27.50,53.23,34.43
Manhattan,MN06,2018,8,31.32,66.10,40.69
Manhattan,MN07,2018,8,39.67,71.54,48.25
Manhattan,MN08,2018,8,39.64,69.01,47.55
Manhattan,MN09,2018,8,54.43,50.55,52.77
Manhattan,MN10,2018,8,34.96,56.00,43.99
Manhattan,MN11,2018,8,37.68,34.02,36.11
Manhattan,MN12,2018,8,41.41,57.20,48.18
Queens East,QE07,2018,8,46.32,57.94,50.94
Queens East,QE08,2018,8,26.74,52.31,34.28
Queens East,QE10,2018,8,34.97,81.06,51.31
Queens East,QE11,2018,8,54.59,76.91,62.50
Queens East,QE12,2018,8,31.82,59.56,45.18
Queens East,QE13,2018,8,30.61,83.23,49.27
Queens East,QE14,2018,8,27.71,40.42,32.77
Queens West,QW01,2018,8,47.77,69.50,56.41
Queens West,QW02,2018,8,48.61,68.90,56.68
Queens West,QW03,2018,8,29.38,58.44,40.94
Queens West,QW04,2018,8,33.96,56.21,42.81
Queens West,QW05,2018,8,44.60,84.11,60.32
Queens West,QW06,2018,8,29.93,67.58,40.07
Queens West,QW09,2018,8,37.58,73.07,51.70
Staten Island,SI01,2018,8,38.73,73.54,51.07
Staten Island,SI02,2018,8,43.42,72.92,53.88
Staten Island,SI03,2018,8,45.99,79.30,57.80
Brooklyn North,BKN01,2018,12,51.37,47.42,49.75
Brooklyn North,BKN02,2018,12,38.02,57.79,43.64
Brooklyn North,BKN03,2018,12,36.97,44.34,39.99
Brooklyn North,BKN04,2018,12,36.85,66.39,48.95
Brooklyn North,BKN05,2018,12,26.66,44.46,33.95
Brooklyn North,BKN08,2018,12,49.26,56.87,52.38
Brooklyn North,BKN09,2018,12,32.95,47.80,38.36
Brooklyn North,BKN16,2018,12,24.24,36.25,29.16
Brooklyn North,BKN17,2018,12,30.28,62.59,42.04
Brooklyn South,BKS06,2018,12,49.78,81.91,58.91
Brooklyn South,BKS07,2018,12,46.63,,55.46
Brooklyn South,BKS10,2018,12,59.14,78.58,66.22
Brooklyn South,BKS11,2018,12,47.71,64.14,53.69
Brooklyn South,BKS12,2018,12,50.78,47.72,49.53
Brooklyn South,BKS13,2018,12,45.50,50.55,47.77
Brooklyn South,BKS14,2018,12,33.22,52.01,39.10
Brooklyn South,BKS15,2018,12,51.28,62.36,55.31
Brooklyn South,BKS18,2018,12,34.02,67.75,44.80
Bronx,BX01,2018,12,20.99,25.88,23.19
Bronx,BX02,2018,12,35.28,50.96,42.33
Bronx,BX03,2018,12,29.26,33.81,31.31
Bronx,BX04,2018,12,30.78,43.68,36.59
Bronx,BX05,2018,12,29.68,44.50,36.35
Bronx,BX06,2018,12,35.81,41.58,38.41
Bronx,BX07,2018,12,36.98,57.27,46.11
Bronx,BX08,2018,12,41.64,74.15,51.81
Bronx,BX09,2018,12,25.16,43.22,32.56
Bronx,BX10,2018,12,47.73,66.87,54.70
Bronx,BX11,2018,12,36.13,53.23,42.36
Bronx,BX12,2018,12,36.83,74.41,50.51
Manhattan,MN01,2018,12,46.34,69.48,52.30
Manhattan,MN02,2018,12,41.10,79.73,51.04
Manhattan,MN03,2018,12,45.80,41.43,43.83
Manhattan,MN04,2018,12,34.57,73.11,44.49
Manhattan,MN05,2018,12,32.63,60.44,39.79
Manhattan,MN06,2018,12,35.53,69.34,44.23
Manhattan,MN07,2018,12,44.68,75.10,52.51
Manhattan,MN08,2018,12,44.36,74.27,52.05
Manhattan,MN09,2018,12,58.52,47.61,53.61
Manhattan,MN10,2018,12,44.45,51.52,47.63
Manhattan,MN11,2018,12,42.53,29.83,36.82
Manhattan,MN12,2018,12,49.34,56.13,52.40
Queens East,QE07,2018,12,49.53,62.06,54.09
Queens East,QE08,2018,12,30.30,54.25,37.10
Queens East,QE10,2018,12,38.39,79.14,51.41
Queens East,QE11,2018,12,50.97,73.43,58.15
Queens East,QE12,2018,12,36.06,69.28,49.97
Queens East,QE13,2018,12,32.56,83.26,48.76
Queens East,QE14,2018,12,33.73,43.83,37.41
Queens West,QW01,2018,12,50.04,73.87,58.71
Queens West,QW02,2018,12,52.82,75.52,61.08
Queens West,QW03,2018,12,33.66,64.92,45.04
Queens West,QW04,2018,12,37.66,63.29,46.99
Queens West,QW05,2018,12,50.22,87.62,63.84
Queens West,QW06,2018,12,33.96,70.24,43.30
Queens West,QW09,2018,12,44.55,78.00,56.72
Staten Island,SI01,2018,12,40.39,71.05,50.19
Staten Island,SI02,2018,12,45.39,70.97,53.57
Staten Island,SI03,2018,12,50.33,74.63,58.10
Brooklyn North,BKN01,2018,2,46.94,46.82,46.89
Brooklyn North,BKN02,2018,2,32.37,59.02,39.94
Brooklyn North,BKN03,2018,2,34.70,45.99,39.33
Brooklyn North,BKN04,2018,2,36.16,68.01,49.21
Brooklyn North,BKN05,2018,2,24.92,44.83,33.08
Brooklyn North,BKN08,2018,2,47.97,60.66,53.17
Brooklyn North,BKN09,2018,2,32.19,45.85,37.16
Brooklyn North,BKN16,2018,2,22.92,35.25,27.97
Brooklyn North,BKN17,2018,2,27.65,61.25,39.88
Brooklyn South,BKS06,2018,2,47.12,83.30,57.39
Brooklyn South,BKS07,2018,2,43.61,73.12,54.35
Brooklyn South,BKS10,2018,2,54.18,80.21,63.66
Brooklyn South,BKS11,2018,2,44.65,65.63,52.28
Brooklyn South,BKS12,2018,2,50.42,45.89,48.56
Brooklyn South,BKS13,2018,2,44.45,48.99,46.49
Brooklyn South,BKS14,2018,2,33.43,52.18,39.29
Brooklyn South,BKS15,2018,2,47.44,63.59,53.32
Brooklyn South,BKS18,2018,2,31.91,64.38,42.28
Bronx,BX01,2018,2,20.14,25.25,22.44
Bronx,BX02,2018,2,32.77,53.85,42.26
Bronx,BX03,2018,2,25.68,36.74,30.66
Bronx,BX04,2018,2,29.86,47.16,37.65
Bronx,BX05,2018,2,27.40,45.89,35.72
Bronx,BX06,2018,2,38.63,44.07,41.08
Bronx,BX07,2018,2,35.65,58.38,45.88
Bronx,BX08,2018,2,38.89,77.54,50.98
Bronx,BX09,2018,2,23.25,42.58,31.17
Bronx,BX10,2018,2,41.88,69.44,51.92
Bronx,BX11,2018,2,34.25,55.49,41.98
Bronx,BX12,2018,2,33.60,74.54,48.50
Manhattan,MN01,2018,2,43.29,67.51,49.52
Manhattan,MN02,2018,2,37.48,78.13,47.94
Manhattan,MN03,2018,2,42.48,43.70,43.03
Manhattan,MN04,2018,2,31.43,72.33,41.96
Manhattan,MN05,2018,2,31.44,60.10,38.82
Manhattan,MN06,2018,2,33.31,71.55,43.15
Manhattan,MN07,2018,2,41.68,77.24,50.83
Manhattan,MN08,2018,2,40.67,75.74,49.69
Manhattan,MN09,2018,2,53.57,49.51,51.74
Manhattan,MN10,2018,2,38.21,51.93,44.39
Manhattan,MN11,2018,2,38.36,31.26,35.17
Manhattan,MN12,2018,2,45.38,56.07,50.19
Queens East,QE07,2018,2,48.37,67.83,55.46
Queens East,QE08,2018,2,34.01,66.60,43.27
Queens East,QE10,2018,2,34.20,86.47,50.90
Queens East,QE11,2018,2,52.76,90.07,64.69
Queens East,QE12,2018,2,36.75,79.24,54.54
Queens East,QE13,2018,2,31.97,95.09,52.15
Queens East,QE14,2018,2,33.85,52.14,40.51
Queens West,QW01,2018,2,52.45,86.90,64.99
Queens West,QW02,2018,2,50.48,74.08,59.07
Queens West,QW03,2018,2,30.32,62.22,41.93
Queens West,QW04,2018,2,33.22,61.86,43.64
Queens West,QW05,2018,2,45.44,87.16,60.63
Queens West,QW06,2018,2,31.88,69.75,41.63
Queens West,QW09,2018,2,40.75,78.03,54.32
Staten Island,SI01,2018,2,37.34,71.00,48.10
Staten Island,SI02,2018,2,42.36,74.27,52.56
Staten Island,SI03,2018,2,44.23,78.00,55.02
Brooklyn North,BKN01,2018,1,46.97,46.96,46.97
Brooklyn North,BKN02,2018,1,35.43,59.64,42.31
Brooklyn North,BKN03,2018,1,36.39,47.22,40.82
Brooklyn North,BKN04,2018,1,36.67,69.17,49.98
Brooklyn North,BKN05,2018,1,26.60,47.83,35.30
Brooklyn North,BKN08,2018,1,46.66,61.19,52.62
Brooklyn North,BKN09,2018,1,31.76,47.20,37.38
Brooklyn North,BKN16,2018,1,20.93,37.48,27.71
Brooklyn North,BKN17,2018,1,29.93,68.35,43.91
Brooklyn South,BKS06,2018,1,47.24,85.00,57.97
Brooklyn South,BKS07,2018,1,45.12,75.76,56.28
Brooklyn South,BKS10,2018,1,54.12,84.77,65.28
Brooklyn South,BKS11,2018,1,45.54,69.48,54.25
Brooklyn South,BKS12,2018,1,50.88,47.30,49.41
Brooklyn South,BKS13,2018,1,43.82,48.93,46.12
Brooklyn South,BKS14,2018,1,33.17,56.29,40.40
Brooklyn South,BKS15,2018,1,47.77,66.99,54.77
Brooklyn South,BKS18,2018,1,32.74,70.46,44.79
Bronx,BX01,2018,1,22.32,26.64,24.26
Bronx,BX02,2018,1,29.91,49.42,38.69
Bronx,BX03,2018,1,26.56,39.12,32.21
Bronx,BX04,2018,1,30.31,49.04,38.74
Bronx,BX05,2018,1,27.28,48.99,37.05
Bronx,BX06,2018,1,34.81,44.11,38.99
Bronx,BX07,2018,1,36.69,63.24,48.64
Bronx,BX08,2018,1,40.46,84.69,54.29
Bronx,BX09,2018,1,23.75,45.50,32.66
Bronx,BX10,2018,1,43.26,72.56,53.93
Bronx,BX11,2018,1,35.26,58.04,43.55
Bronx,BX12,2018,1,35.39,79.36,51.40
Manhattan,MN01,2018,1,43.25,70.59,50.29
Manhattan,MN02,2018,1,38.26,82.23,49.57
Manhattan,MN03,2018,1,44.18,45.11,44.60
Manhattan,MN04,2018,1,32.13,71.86,42.35
Manhattan,MN05,2018,1,30.55,61.69,38.56
Manhattan,MN06,2018,1,32.89,73.51,43.35
Manhattan,MN07,2018,1,40.97,80.93,51.25
Manhattan,MN08,2018,1,40.57,79.80,50.66
Manhattan,MN09,2018,1,55.09,48.87,52.29
Manhattan,MN10,2018,1,40.71,55.47,47.35
Manhattan,MN11,2018,1,39.05,30.90,35.38
Manhattan,MN12,2018,1,45.12,58.16,50.99
Queens East,QE07,2018,1,49.22,69.79,56.71
Queens East,QE08,2018,1,32.39,62.57,40.97
Queens East,QE10,2018,1,36.35,88.07,52.88
Queens East,QE11,2018,1,54.04,90.01,65.53
Queens East,QE12,2018,1,38.42,78.25,55.10
Queens East,QE13,2018,1,33.95,95.28,53.55
Queens East,QE14,2018,1,32.42,48.34,38.22
Queens West,QW01,2018,1,50.76,86.15,63.64
Queens West,QW02,2018,1,51.23,76.25,60.34
Queens West,QW03,2018,1,31.03,65.87,43.71
Queens West,QW04,2018,1,34.31,63.49,44.93
Queens West,QW05,2018,1,47.37,87.96,62.15
Queens West,QW06,2018,1,32.00,73.10,42.57
Queens West,QW09,2018,1,42.13,81.10,56.32
Staten Island,SI01,2018,1,37.87,77.12,50.41
Staten Island,SI02,2018,1,43.31,76.65,53.96
Staten Island,SI03,2018,1,47.65,83.07,58.97
Brooklyn North,BKN01,2018,7,48.13,46.90,47.57
Brooklyn North,BKN02,2018,7,32.87,53.30,38.90
Brooklyn North,BKN03,2018,7,32.62,39.58,35.79
Brooklyn North,BKN04,2018,7,33.89,56.39,44.15
