Zone,District,Year,Month,Capture Rate-Paper ,Capture Rate-MGP,Capture Rate-Total
Manhattan,MN10,2017,8,36.28,56.71,45.05
Manhattan,MN11,2017,8,40.16,31.42,36.41
Manhattan,MN12,2017,8,40.97,57.74,48.16
Queens East,QE07,2017,8,47.18,55.00,50.29
Queens East,QE08,2017,8,28.06,48.28,34.02
Queens East,QE10,2017,8,36.78,77.21,51.11
Queens East,QE11,2017,8,54.59,73.15,61.17
Queens East,QE12,2017,8,33.55,55.85,44.29
Queens East,QE13,2017,8,34.70,79.49,50.58
Queens East,QE14,2017,8,28.39,37.21,31.90
Queens West,QW01,2017,8,49.84,68.19,57.14
Queens West,QW02,2017,8,51.83,64.12,56.72
Queens West,QW03,2017,8,31.75,54.08,40.63
Queens West,QW04,2017,8,35.14,52.95,42.23
Queens West,QW05,2017,8,49.03,81.33,61.89
Queens West,QW06,2017,8,30.83,63.29,39.57
Queens West,QW09,2017,8,41.02,69.57,52.38
Staten Island,SI01,2017,8,38.18,70.54,99.65
Staten Island,SI02,2017,8,43.44,69.69,52.74
Staten Island,SI03,2017,8,46.98,80.10,58.72
Brooklyn North,BKN01,2017,12,50.74,45.97,48.78
Brooklyn North,BKN02,2017,12,35.85,55.92,41.55
Brooklyn North,BKN03,2017,12,37.25,42.26,39.30
Brooklyn North,BKN04,2017,12,38.84,62.75,48.63
Brooklyn North,BKN05,2017,12,29.08,43.76,35.09
Brooklyn North,BKN08,2017,12,48.87,56.11,51.84
Brooklyn North,BKN09,2017,12,33.04,43.72,36.92
Brooklyn North,BKN16,2017,12,26.70,36.05,30.53
Brooklyn North,BKN17,2017,12,31.26,59.14,41.41
Brooklyn South,BKS06,2017,12,50.40,82.69,59.57
Brooklyn South,BKS07,2017,12,48.55,68.64,55.87
Brooklyn South,BKS10,2017,12,60.84,74.97,65.99
Brooklyn South,BKS11,2017,12,49.06,62.86,54.08
Brooklyn South,BKS12,2017,12,53.65,43.89,49.65
Brooklyn South,BKS13,2017,12,,50.59,48.95
Brooklyn South,BKS14,2017,12,33.99,51.30,39.40
Brooklyn South,BKS15,2017,12,52.16,58.87,54.60
Brooklyn South,BKS18,2017,12,36.65,62.07,44.77
Bronx,BX01,2017,12,21.22,23.46,22.23
Bronx,BX02,2017,12,36.84,53.10,44.15
Bronx,BX03,2017,12,28.44,33.44,30.69
Bronx,BX04,2017,12,31.88,42.54,36.68
Bronx,BX05,2017,12,32.13,48.88,39.67
Bronx,BX06,2017,12,36.68,42.30,39.21
Bronx,BX07,2017,12,38.18,56.11,46.25
Bronx,BX08,2017,12,44.21,76.58,54.33
Bronx,BX09,2017,12,25.54,42.18,32.35
Bronx,BX10,2017,12,47.09,63.78,53.17
Bronx,BX11,2017,12,36.33,54.13,42.81
Bronx,BX12,2017,12,37.25,71.20,49.61
Manhattan,MN01,2017,12,46.99,84.11,56.54
Manhattan,MN02,2017,12,43.09,76.70,51.74
Manhattan,MN03,2017,12,45.01,42.21,43.75
Manhattan,MN04,2017,12,36.13,73.86,45.84
Manhattan,MN05,2017,12,33.90,58.07,40.12
Manhattan,MN06,2017,12,37.72,69.88,46.00
Manhattan,MN07,2017,12,45.14,74.88,52.79
Manhattan,MN08,2017,12,45.35,72.65,52.38
Manhattan,MN09,2017,12,58.86,47.34,53.68
Manhattan,MN10,2017,12,44.73,53.99,48.90
Manhattan,MN11,2017,12,44.08,31.08,38.23
Manhattan,MN12,2017,12,51.21,56.37,53.53
Queens East,QE07,2017,12,52.02,63.19,56.09
Queens East,QE08,2017,12,32.76,49.62,37.55
Queens East,QE10,2017,12,41.10,76.60,52.45
Queens East,QE11,2017,12,56.18,76.21,62.58
Queens East,QE12,2017,12,38.32,66.28,50.02
Queens East,QE13,2017,12,37.49,80.20,51.14
Queens East,QE14,2017,12,35.12,39.71,36.79
Queens West,QW01,2017,12,52.07,72.16,59.38
Queens West,QW02,2017,12,55.82,72.67,61.95
Queens West,QW03,2017,12,36.57,61.28,45.57
Queens West,QW04,2017,12,37.90,59.09,45.62
Queens West,QW05,2017,12,56.03,86.47,67.11
Queens West,QW06,2017,12,35.00,66.60,43.13
Queens West,QW09,2017,12,46.44,73.89,56.44
Staten Island,SI01,2017,12,43.42,72.97,52.87
Staten Island,SI02,2017,12,47.04,74.17,55.71
Staten Island,SI03,2017,12,53.28,75.48,60.37
Brooklyn North,BKN01,2017,2,45.38,46.13,45.69
Brooklyn North,BKN02,2017,2,32.26,56.72,39.21
Brooklyn North,BKN03,2017,2,32.79,42.24,36.66
Brooklyn North,BKN04,2017,2,31.92,63.15,44.71
Brooklyn North,BKN05,2017,2,23.63,42.48,31.35
Brooklyn North,BKN08,2017,2,43.62,58.01,49.51
Brooklyn North,BKN09,2017,2,29.59,42.45,34.27
Brooklyn North,BKN16,2017,2,21.76,33.53,26.58
Brooklyn North,BKN17,2017,2,25.60,57.36,37.16
Brooklyn South,BKS06,2017,2,44.96,85.22,56.40
Brooklyn South,BKS07,2017,2,40.43,69.55,51.03
Brooklyn South,BKS10,2017,2,51.46,77.78,61.04
Brooklyn South,BKS11,2017,2,41.32,63.10,49.25
Brooklyn South,BKS12,2017,2,48.20,41.81,45.58
Brooklyn South,BKS13,2017,2,40.87,49.19,44.62
Brooklyn South,BKS14,2017,2,30.70,52.29,37.45
Brooklyn South,BKS15,2017,2,44.71,60.27,50.37
Brooklyn South,BKS18,2017,2,30.72,62.01,40.72
Bronx,BX01,2017,2,17.20,23.92,20.23
Bronx,BX02,2017,2,30.87,51.10,39.98
Bronx,BX03,2017,2,23.31,34.81,28.49
Bronx,BX04,2017,2,24.84,42.46,32.77
Bronx,BX05,2017,2,24.81,47.41,34.98
Bronx,BX06,2017,2,33.59,45.55,38.97
Bronx,BX07,2017,2,30.94,56.68,42.53
Bronx,BX08,2017,2,38.09,76.42,50.08
Bronx,BX09,2017,2,21.04,41.95,29.61
Bronx,BX10,2017,2,39.63,66.40,49.38
Bronx,BX11,2017,2,30.36,54.14,39.02
Bronx,BX12,2017,2,31.37,70.20,45.50
Manhattan,MN01,2017,2,42.75,66.61,48.89
Manhattan,MN02,2017,2,36.80,77.62,47.30
Manhattan,MN03,2017,2,42.78,43.52,43.11
Manhattan,MN04,2017,2,31.41,74.65,42.54
Manhattan,MN05,2017,2,30.24,58.31,37.46
Manhattan,MN06,2017,2,32.22,72.76,42.65
Manhattan,MN07,2017,2,39.71,76.93,49.29
Manhattan,MN08,2017,2,39.19,74.10,48.17
Manhattan,MN09,2017,2,51.50,47.79,49.83
Manhattan,MN10,2017,2,38.12,53.85,45.20
Manhattan,MN11,2017,2,38.89,31.36,35.50
Manhattan,MN12,2017,2,44.79,55.96,49.82
Queens East,QE07,2017,2,45.39,62.48,51.61
Queens East,QE08,2017,2,29.00,53.33,35.91
Queens East,QE10,2017,2,34.70,80.47,49.33
Queens East,QE11,2017,2,50.46,81.37,60.34
Queens East,QE12,2017,2,32.62,64.58,46.00
Queens East,QE13,2017,2,33.19,82.41,48.92
Queens East,QE14,2017,2,28.84,38.46,32.34
Queens West,QW01,2017,2,45.09,74.83,55.92
Queens West,QW02,2017,2,47.66,72.47,56.69
Queens West,QW03,2017,2,30.35,61.74,41.77
Queens West,QW04,2017,2,31.33,59.64,41.63
Queens West,QW05,2017,2,45.84,99.94,61.90
Queens West,QW06,2017,2,29.89,70.16,40.26
Queens West,QW09,2017,2,38.70,74.72,51.81
Staten Island,SI01,2017,2,35.97,74.50,48.29
Staten Island,SI02,2017,2,40.81,74.53,51.59
Staten Island,SI03,2017,2,43.40,77.73,54.37
Brooklyn North,BKN01,2017,1,48.78,49.66,49.14
Brooklyn North,BKN02,2017,1,33.86,57.25,40.50
Brooklyn North,BKN03,2017,1,36.50,44.25,39.68
Brooklyn North,BKN04,2017,1,37.62,67.21,49.74
Brooklyn North,BKN05,2017,1,26.62,45.70,34.44
Brooklyn North,BKN08,2017,1,47.81,61.83,53.55
Brooklyn North,BKN09,2017,1,31.18,43.66,35.72
Brooklyn North,BKN16,2017,1,23.16,36.46,28.61
Brooklyn North,BKN17,2017,1,28.62,62.86,41.09
Brooklyn South,BKS06,2017,1,47.76,85.97,58.61
Brooklyn South,BKS07,2017,1,45.99,72.24,55.55
Brooklyn South,BKS10,2017,1,56.50,78.24,64.42
Brooklyn South,BKS11,2017,1,47.47,65.61,54.07
Brooklyn South,BKS12,2017,1,52.24,43.87,48.81
Brooklyn South,BKS13,2017,1,44.06,52.54,47.88
Brooklyn South,BKS14,2017,1,33.52,55.23,40.31
Brooklyn South,BKS15,2017,1,49.22,62.71,54.13
Brooklyn South,BKS18,2017,1,34.47,64.81,44.16
Bronx,BX01,2017,1,20.62,26.27,23.16
Bronx,BX02,2017,1,33.31,55.34,43.22
Bronx,BX03,2017,1,26.41,33.92,29.79
Bronx,BX04,2017,1,29.99,47.47,37.86
Bronx,BX05,2017,1,28.28,52.10,39.00
Bronx,BX06,2017,1,34.14,42.55,37.93
Bronx,BX07,2017,1,36.52,60.46,47.29
Bronx,BX08,2017,1,41.46,80.57,53.69
Bronx,BX09,2017,1,23.61,43.32,31.69
Bronx,BX10,2017,1,43.14,67.51,52.01
Bronx,BX11,2017,1,33.25,57.55,42.10
Bronx,BX12,2017,1,35.28,75.86,50.05
Manhattan,MN01,2017,1,44.30,70.96,51.16
Manhattan,MN02,2017,1,41.72,77.12,50.83
Manhattan,MN03,2017,1,45.27,43.97,44.69
Manhattan,MN04,2017,1,33.60,74.51,44.13
Manhattan,MN05,2017,1,32.87,59.57,39.74
Manhattan,MN06,2017,1,34.15,71.02,43.64
Manhattan,MN07,2017,1,42.16,77.34,51.21
Manhattan,MN08,2017,1,41.10,73.12,49.34
Manhattan,MN09,2017,1,57.39,48.14,53.23
Manhattan,MN10,2017,1,40.72,,47.33
Manhattan,MN11,2017,1,42.69,31.70,37.75
Manhattan,MN12,2017,1,46.96,58.85,52.31
Queens East,QE07,2017,1,49.34,66.30,55.51
Queens East,QE08,2017,1,30.76,54.32,37.45
Queens East,QE10,2017,1,38.28,82.67,52.47
Queens East,QE11,2017,1,53.76,83.04,63.12
Queens East,QE12,2017,1,35.80,68.04,49.30
Queens East,QE13,2017,1,36.07,87.12,52.39
Queens East,QE14,2017,1,31.23,39.70,34.31
Queens West,QW01,2017,1,49.27,77.98,59.72
Queens West,QW02,2017,1,51.03,75.57,59.97
Queens West,QW03,2017,1,32.76,63.25,43.86
Queens West,QW04,2017,1,34.71,61.51,44.46
Queens West,QW05,2017,1,50.32,89.25,64.49
Queens West,QW06,2017,1,32.41,73.07,42.87
Queens West,QW09,2017,1,43.49,79.99,56.78
Staten Island,SI01,2017,1,39.79,75.64,51.25
Staten Island,SI02,2017,1,44.67,76.64,54.89
Staten Island,SI03,2017,1,47.16,79.09,57.36
Brooklyn North,BKN01,2017,7,45.37,46.44,45.86
Brooklyn North,BKN02,2017,7,30.43,53.47,37.22
Brooklyn North,BKN03,2017,7,31.58,37.54,34.30
Brooklyn North,BKN04,2017,7,32.85,54.05,42.52
Brooklyn North,BKN05,2017,7,23.67,36.57,29.55
Brooklyn North,BKN08,2017,7,44.39,49.04,46.51
Brooklyn North,BKN09,2017,7,30.64,38.91,33.93
Brooklyn North,BKN16,2017,7,21.96,29.63,25.46
Brooklyn North,BKN17,2017,7,27.77,54.16,38.27
Brooklyn South,BKS06,2017,7,43.39,82.20,54.83
Brooklyn South,BKS07,2017,7,46.10,62.79,52.74
Brooklyn South,BKS10,2017,7,56.41,69.70,61.70
Brooklyn South,BKS11,2017,7,47.54,57.51,51.51
Brooklyn South,BKS12,2017,7,49.87,38.87,44.85
Brooklyn South,BKS13,2017,7,37.55,56.47,45.67
Brooklyn South,BKS14,2017,7,31.76,54.36,39.10
Brooklyn South,BKS15,2017,7,47.27,56.15,50.80
Brooklyn South,BKS18,2017,7,35.26,59.73,43.94
Bronx,BX01,2017,7,17.78,25.37,21.04
Bronx,BX02,2017,7,29.52,53.69,39.89
Bronx,BX03,2017,7,25.39,38.95,31.21
Bronx,BX04,2017,7,26.90,45.34,34.81
Bronx,BX05,2017,7,25.70,52.93,37.38
Bronx,BX06,2017,7,34.61,45.26,39.18
Bronx,BX07,2017,7,31.29,59.32,43.32
Bronx,BX08,2017,7,41.43,78.07,53.33
Bronx,BX09,2017,7,23.35,37.04,29.60
Bronx,BX10,2017,7,43.01,62.01,50.57
Bronx,BX11,2017,7,34.88,49.45,40.68
Bronx,BX12,2017,7,33.94,68.38,47.64
Manhattan,MN01,2017,7,49.71,57.83,51.89
Manhattan,MN02,2017,7,39.02,70.04,47.38
Manhattan,MN03,2017,7,40.44,42.53,41.34
Manhattan,MN04,2017,7,32.82,72.65,43.55
Manhattan,MN05,2017,7,29.96,49.51,35.23
Manhattan,MN06,2017,7,34.55,65.44,42.87
Manhattan,MN07,2017,7,41.47,70.21,49.21
Manhattan,MN08,2017,7,44.13,69.51,50.96
Manhattan,MN09,2017,7,67.37,46.60,58.46
Manhattan,MN10,2017,7,37.70,54.50,44.90
Manhattan,MN11,2017,7,44.78,31.81,39.22
Manhattan,MN12,2017,7,43.64,59.56,50.47
Queens East,QE07,2017,7,47.08,56.35,50.77
Queens East,QE08,2017,7,27.55,48.80,33.81
Queens East,QE10,2017,7,36.40,78.37,51.28
Queens East,QE11,2017,7,54.93,75.42,62.19
Queens East,QE12,2017,7,33.49,57.53,45.06
Queens East,QE13,2017,7,34.75,82.36,51.63
Queens East,QE14,2017,7,29.24,39.05,33.14
Queens West,QW01,2017,7,50.44,69.59,58.06
Queens West,QW02,2017,7,50.31,66.98,56.94
Queens West,QW03,2017,7,31.58,53.93,40.47
Queens West,QW04,2017,7,35.01,51.29,41.49
Queens West,QW05,2017,7,48.19,81.40,61.40
Queens West,QW06,2017,7,30.71,66.04,40.22
Queens West,QW09,2017,7,40.09,71.31,52.51
Staten Island,SI01,2017,7,38.58,71.52,50.26
Staten Island,SI02,2017,7,43.84,73.06,54.20
Staten Island,SI03,2017,7,46.75,80.81,58.83
Brooklyn North,BKN01,2017,6,45.19,46.39,45.68
Brooklyn North,BKN02,2017,6,35.81,56.81,42.02
Brooklyn North,BKN03,2017,6,32.92,43.07,37.05
Brooklyn North,BKN04,2017,6,34.72,63.33,46.35
Brooklyn North,BKN05,2017,6,24.29,42.32,31.62
Brooklyn North,BKN08,2017,6,46.29,57.32,50.78
Brooklyn North,BKN09,2017,6,33.14,42.59,36.73
Brooklyn North,BKN16,2017,6,22.39,34.32,27.24
Brooklyn North,BKN17,2017,6,29.25,60.43,41.09
Brooklyn South,BKS06,2017,6,49.22,81.80,58.85
Brooklyn South,BKS07,2017,6,48.42,71.15,57.05
Brooklyn South,BKS10,2017,6,56.55,73.44,62.96
Brooklyn South,BKS11,2017,6,47.49,61.12,52.67
Brooklyn South,BKS12,2017,6,44.09,43.31,43.77
Brooklyn South,BKS13,2017,6,43.75,49.03,46.06
Brooklyn South,BKS14,2017,6,37.01,52.58,42.35
Brooklyn South,BKS15,2017,6,49.97,61.59,54.38
Brooklyn South,BKS18,2017,6,40.27,72.98,51.90
Bronx,BX01,2017,6,22.55,27.03,24.50
Bronx,BX02,2017,6,37.37,54.03,44.65
Bronx,BX03,2017,6,28.75,34.43,31.23
Bronx,BX04,2017,6,30.91,49.68,39.11
Bronx,BX05,2017,6,30.40,52.05,39.86
Bronx,BX06,2017,6,37.06,42.63,39.49
Bronx,BX07,2017,6,35.41,62.99,47.46
Bronx,BX08,2017,6,49.29,77.37,58.92
Bronx,BX09,2017,6,24.44,43.64,32.25
Bronx,BX10,2017,6,43.51,68.16,52.87
Bronx,BX11,2017,6,34.80,56.32,42.98
Bronx,BX12,2017,6,35.20,74.25,50.03
Manhattan,MN01,2017,6,44.76,76.08,52.30
Manhattan,MN02,2017,6,39.88,84.10,50.53
Manhattan,MN03,2017,6,46.98,46.67,46.85
Manhattan,MN04,2017,6,31.35,77.50,42.46
Manhattan,MN05,2017,6,29.03,63.68,37.38
Manhattan,MN06,2017,6,32.00,72.06,41.65
Manhattan,MN07,2017,6,40.66,81.85,50.58
Manhattan,MN08,2017,6,40.29,78.80,49.57
Manhattan,MN09,2017,6,59.78,49.54,55.31
Manhattan,MN10,2017,6,39.41,56.90,47.05
Manhattan,MN11,2017,6,44.80,32.61,39.47
Manhattan,MN12,2017,6,45.23,58.21,50.90
Queens East,QE07,2017,6,48.55,64.07,54.45
Queens East,QE08,2017,6,29.93,51.09,36.18
Queens East,QE10,2017,6,44.22,91.72,61.11
Queens East,QE11,2017,6,64.47,89.05,73.21
Queens East,QE12,2017,6,37.16,66.81,50.77
Queens East,QE13,2017,6,39.05,93.93,58.56
Queens East,QE14,2017,6,31.21,43.46,35.86
Queens West,QW01,2017,6,52.08,73.60,60.25
Queens West,QW02,2017,6,51.92,71.20,59.25
Queens West,QW03,2017,6,32.88,61.86,43.88
Queens West,QW04,2017,6,36.82,63.71,47.04
Queens West,QW05,2017,6,47.91,87.79,63.06
Queens West,QW06,2017,6,30.10,75.80,41.10
Queens West,QW09,2017,6,42.84,76.83,55.75
Staten Island,SI01,2017,6,46.53,87.16,60.97
Staten Island,SI02,2017,6,52.27,88.07,65.00
Staten Island,SI03,2017,6,53.63,90.09,66.59
Brooklyn North,BKN01,2017,3,42.82,45.07,43.74
Brooklyn North,BKN02,2017,3,31.89,55.77,38.67
Brooklyn North,BKN03,2017,3,32.00,41.17,35.76
Brooklyn North,BKN04,2017,3,32.24,63.74,45.14
Brooklyn North,BKN05,2017,3,23.85,42.36,31.44
Brooklyn North,BKN08,2017,3,44.96,60.68,51.40
Brooklyn North,BKN09,2017,3,29.05,41.62,33.62
Brooklyn North,BKN16,2017,3,21.24,32.00,25.65
Brooklyn North,BKN17,2017,3,26.64,58.51,38.25
Brooklyn South,BKS06,2017,3,46.45,85.54,57.55
Brooklyn South,BKS07,2017,3,45.49,70.19,54.48
Brooklyn South,BKS10,2017,3,53.45,77.37,62.16
Brooklyn South,BKS11,2017,3,42.45,62.28,49.66
Brooklyn South,BKS12,2017,3,48.51,42.12,45.89
Brooklyn South,BKS13,2017,3,42.29,51.97,46.65
Brooklyn South,BKS14,2017,3,32.14,53.39,38.79
Brooklyn South,BKS15,2017,3,46.04,59.94,51.10
Brooklyn South,BKS18,2017,3,31.62,61.51,41.17
Bronx,BX01,2017,3,19.88,25.29,22.31
Bronx,BX02,2017,3,31.97,50.31,40.23
Bronx,BX03,2017,3,24.37,32.34,27.96
Bronx,BX04,2017,3,28.19,44.52,35.54
Bronx,BX05,2017,3,27.87,48.22,37.03
Bronx,BX06,2017,3,34.52,42.40,38.07
Bronx,BX07,2017,3,33.28,60.00,45.30
Bronx,BX08,2017,3,39.44,76.29,50.97
Bronx,BX09,2017,3,21.96,41.63,30.02
Bronx,BX10,2017,3,40.27,64.03,48.92
Bronx,BX11,2017,3,31.56,53.56,39.57
Bronx,BX12,2017,3,32.83,73.42,47.61
Manhattan,MN01,2017,3,45.57,66.15,50.86
Manhattan,MN02,2017,3,39.07,78.67,49.26
Manhattan,MN03,2017,3,41.18,41.14,41.16
Manhattan,MN04,2017,3,32.07,74.21,42.92
Manhattan,MN05,2017,3,30.45,57.20,37.33
Manhattan,MN06,2017,3,32.91,68.03,41.95
Manhattan,MN07,2017,3,41.55,77.09,50.70
Manhattan,MN08,2017,3,40.96,73.95,49.45
Manhattan,MN09,2017,3,55.46,47.15,51.72
Manhattan,MN10,2017,3,38.91,53.13,45.31
Manhattan,MN11,2017,3,41.09,29.49,35.87
Manhattan,MN12,2017,3,44.10,56.17,49.53
Queens East,QE07,2017,3,47.05,63.14,52.91
Queens East,QE08,2017,3,28.28,52.91,35.28
Queens East,QE10,2017,3,34.25,79.77,48.80
Queens East,QE11,2017,3,50.29,80.34,59.89
Queens East,QE12,2017,3,32.11,65.64,46.15
Queens East,QE13,2017,3,31.60,80.74,47.31
Queens East,QE14,2017,3,28.64,37.54,31.88
Queens West,QW01,2017,3,46.30,73.60,56.24
Queens West,QW02,2017,3,46.67,71.04,55.54
Queens West,QW03,2017,3,30.44,61.67,41.81
Queens West,QW04,2017,3,31.44,56.99,40.74
Queens West,QW05,2017,3,44.39,87.69,60.16
Queens West,QW06,2017,3,29.72,68.64,39.74
Queens West,QW09,2017,3,38.75,76.02,52.32
Staten Island,SI01,2017,3,35.37,72.83,47.34
Staten Island,SI02,2017,3,40.07,74.44,51.06
Staten Island,SI03,2017,3,43.27,78.18,54.43
Brooklyn North,BKN01,2017,5,44.14,46.35,45.04
Brooklyn North,BKN02,2017,5,34.08,55.65,40.45
Brooklyn North,BKN03,2017,5,31.35,42.40,35.84
Brooklyn North,BKN04,2017,5,31.28,62.54,43.99
Brooklyn North,BKN05,2017,5,21.64,41.20,29.59
Brooklyn North,BKN08,2017,5,41.91,55.03,47.24
Brooklyn North,BKN09,2017,5,32.73,44.06,37.03
Brooklyn North,BKN16,2017,5,21.14,36.84,27.52
Brooklyn North,BKN17,2017,5,,58.20,39.20
Brooklyn South,BKS06,2017,5,47.73,82.35,57.96
Brooklyn South,BKS07,2017,5,45.25,69.71,54.54
Brooklyn South,BKS10,2017,5,54.26,74.10,61.80
Brooklyn South,BKS11,2017,5,45.05,62.58,51.71
Brooklyn South,BKS12,2017,5,46.51,42.71,44.96
Brooklyn South,BKS13,2017,5,43.08,47.15,44.86
Brooklyn South,BKS14,2017,5,36.63,50.34,41.33
Brooklyn South,BKS15,2017,5,48.22,60.37,52.84
Brooklyn South,BKS18,2017,5,38.84,70.12,49.96
Bronx,BX01,2017,5,19.11,25.91,22.08
Bronx,BX02,2017,5,31.05,55.97,41.94
Bronx,BX03,2017,5,23.64,34.58,28.42
Bronx,BX04,2017,5,28.66,46.64,36.51
Bronx,BX05,2017,5,27.30,51.21,37.74
Bronx,BX06,2017,5,34.39,43.79,38.49
Bronx,BX07,2017,5,32.33,60.27,44.53
Bronx,BX08,2017,5,44.73,76.24,55.53
Bronx,BX09,2017,5,21.31,40.54,29.13
Bronx,BX10,2017,5,40.83,66.16,50.45
Bronx,BX11,2017,5,33.39,53.94,41.19
Bronx,BX12,2017,5,32.94,71.02,47.40
Manhattan,MN01,2017,5,42.80,72.59,49.97
Manhattan,MN02,2017,5,36.78,80.90,47.40
Manhattan,MN03,2017,5,42.87,45.22,43.89
Manhattan,MN04,2017,5,31.90,81.04,43.74
Manhattan,MN05,2017,5,29.33,60.48,36.83
Manhattan,MN06,2017,5,32.54,74.08,42.54
Manhattan,MN07,2017,5,39.79,80.71,49.64
Manhattan,MN08,2017,5,40.07,78.65,49.36
Manhattan,MN09,2017,5,57.78,49.73,54.26
Manhattan,MN10,2017,5,38.94,56.97,46.81
Manhattan,MN11,2017,5,40.94,31.87,36.98
Manhattan,MN12,2017,5,45.21,58.91,51.19
Queens East,QE07,2017,5,46.82,62.05,52.61
Queens East,QE08,2017,5,28.99,51.76,35.72
Queens East,QE10,2017,5,43.24,88.80,59.44
Queens East,QE11,2017,5,60.95,86.15,69.91
Queens East,QE12,2017,5,35.98,65.61,49.58
Queens East,QE13,2017,5,37.97,90.27,56.57
Queens East,QE14,2017,5,30.22,41.78,34.61
Queens West,QW01,2017,5,49.57,71.34,57.84
Queens West,QW02,2017,5,51.11,69.76,58.19
Queens West,QW03,2017,5,32.46,61.45,43.47
Queens West,QW04,2017,5,33.73,60.03,43.72
Queens West,QW05,2017,5,46.76,85.54,61.49
Queens West,QW06,2017,5,29.64,72.85,40.05
Queens West,QW09,2017,5,40.11,75.30,53.48
Staten Island,SI01,2017,5,44.58,83.06,58.26
Staten Island,SI02,2017,5,50.52,81.45,61.52
Staten Island,SI03,2017,5,51.80,88.09,64.71
Brooklyn North,BKN01,2017,11,53.03,44.13,48.99
Brooklyn North,BKN02,2017,11,33.98,57.05,40.33
Brooklyn North,BKN03,2017,11,39.48,41.19,40.26
Brooklyn North,BKN04,2017,11,38.23,56.70,46.61
Brooklyn North,BKN05,2017,11,28.51,39.93,33.70
Brooklyn North,BKN08,2017,11,51.61,53.42,52.43
Brooklyn North,BKN09,2017,11,32.05,48.59,37.69
Brooklyn North,BKN16,2017,11,24.80,31.86,28.01
Brooklyn North,BKN17,2017,11,29.12,66.60,41.91
Brooklyn South,BKS06,2017,11,47.35,85.85,57.95
Brooklyn South,BKS07,2017,11,56.02,77.84,63.47
Brooklyn South,BKS10,2017,11,58.20,86.35,67.81
Brooklyn South,BKS11,2017,11,46.95,72.65,55.72
Brooklyn South,BKS12,2017,11,56.78,41.59,49.88
Brooklyn South,BKS13,2017,11,40.64,51.48,45.37
Brooklyn South,BKS14,2017,11,34.56,55.44,41.17
Brooklyn South,BKS15,2017,11,49.79,67.72,55.91
Brooklyn South,BKS18,2017,11,35.79,66.56,45.47
Bronx,BX01,2017,11,17.93,24.77,20.91
Bronx,BX02,2017,11,32.23,51.79,40.76
Bronx,BX03,2017,11,23.39,33.55,27.82
Bronx,BX04,2017,11,27.12,45.36,35.08
Bronx,BX05,2017,11,27.37,52.14,38.17
Bronx,BX06,2017,11,32.79,44.03,37.69
Bronx,BX07,2017,11,33.07,61.01,45.25
Bronx,BX08,2017,11,44.83,81.57,56.47
Bronx,BX09,2017,11,25.52,38.28,31.31
Bronx,BX10,2017,11,42.82,72.99,53.12
Bronx,BX11,2017,11,33.23,63.82,43.67
Bronx,BX12,2017,11,34.99,82.24,51.11
Manhattan,MN01,2017,11,45.72,76.46,52.77
Manhattan,MN02,2017,11,39.03,84.29,49.41
Manhattan,MN03,2017,11,42.75,42.25,42.53
Manhattan,MN04,2017,11,33.38,79.19,43.89
Manhattan,MN05,2017,11,31.22,63.01,38.52
Manhattan,MN06,2017,11,35.15,76.69,44.68
Manhattan,MN07,2017,11,43.00,83.59,
Manhattan,MN08,2017,11,43.64,80.77,52.16
Manhattan,MN09,2017,11,55.81,47.83,52.33
Manhattan,MN10,2017,11,40.34,54.87,46.67
Manhattan,MN11,2017,11,41.82,32.05,37.56
Manhattan,MN12,2017,11,44.96,57.58,50.46
Queens East,QE07,2017,11,49.67,68.84,56.21
Queens East,QE08,2017,11,30.33,50.31,35.83
Queens East,QE10,2017,11,39.31,81.22,52.50
Queens East,QE11,2017,11,53.20,77.82,60.95
Queens East,QE12,2017,11,35.82,71.66,50.05
Queens East,QE13,2017,11,36.18,83.53,51.08
Queens East,QE14,2017,11,34.25,44.79,37.84
Queens West,QW01,2017,11,50.55,83.32,61.74
Queens West,QW02,2017,11,53.98,79.05,62.53
Queens West,QW03,2017,11,34.13,67.57,45.54
Queens West,QW04,2017,11,36.56,67.14,47.00
Queens West,QW05,2017,11,51.75,92.47,65.65
Queens West,QW06,2017,11,31.30,73.36,40.95
Queens West,QW09,2017,11,43.57,82.66,56.91
Staten Island,SI01,2017,11,39.31,76.64,51.06
Staten Island,SI02,2017,11,44.17,74.04,53.57
Staten Island,SI03,2017,11,46.62,80.06,57.15
Brooklyn North,BKN01,2017,10,52.84,44.31,48.97
Brooklyn North,BKN02,2017,10,33.65,55.01,39.53
Brooklyn North,BKN03,2017,10,37.19,39.21,38.11
Brooklyn North,BKN04,2017,10,37.35,55.91,45.77
Brooklyn North,BKN05,2017,10,26.40,39.05,32.14
Brooklyn North,BKN08,2017,10,49.04,52.07,50.41
Brooklyn North,BKN09,2017,10,30.98,47.33,36.56
Brooklyn North,BKN16,2017,10,24.78,32.41,28.25
Brooklyn North,BKN17,2017,10,27.70,66.80,41.04
Brooklyn South,BKS06,2017,10,46.84,85.54,57.50
Brooklyn South,BKS07,2017,10,62.28,75.38,66.75
Brooklyn South,BKS10,2017,10,56.20,90.54,67.92
Brooklyn South,BKS11,2017,10,45.15,72.29,54.41
Brooklyn South,BKS12,2017,10,50.26,42.32,46.66
Brooklyn South,BKS13,2017,10,39.66,49.90,44.12
